name,1,2,3,4,5,6,7,cor,date
t1/20130522.tif,0.0140221879371,0.0131950017422,0.606688757868,0.296555628272,0.0571133570829,0.0114488294526,0.000976237645263,0.00592048949573,0.416666666667
t1/20130607.tif,0.0856383447705,0.370420068336,0.128617012951,0.0422143762179,0.0365389016188,0.0338973144276,0.302673981679,0.0468969974648,0.5
t1/20130810.tif,0.0201001225213,0.247051258797,0.491630838606,0.135855358591,0.0269883028941,0.0122980980279,0.0660760205622,0.198267901612,0.666666666667
t1/20130826.tif,0.0161559632483,0.171078230748,0.582791094028,0.163021750865,0.0511049423358,0.0086204680756,0.00722755069962,0.354427101646,0.666666666667
t1/20130911.tif,0.0142349175897,0.185339140201,0.661473645566,0.0726983478456,0.00981216501214,0.00650065184159,0.0499411319444,0.152938459931,0.75
t1/20131216.tif,0.0145693806852,0.0390947518611,0.040706325947,0.0488476899454,0.0689157890784,0.159297824029,0.628568238454,0.209529332325,1.0
t1/20140202.tif,0.0121333586513,0.013579254266,0.0757824352363,0.098601278955,0.185549351325,0.606979462744,0.00737485882244,0.166925965665,0.166666666667
t1/20140306.tif,0.0156269401866,0.000601642617387,0.803096808781,0.178427194838,0.00197393966032,0.000242430931822,3.10429851723e-05,0.0720745959043,0.25
t1/20140322.tif,0.0155002658695,0.033916472131,0.797095985543,0.149020964512,0.00411937565266,0.000253795724503,9.31405668564e-05,0.15705758387,0.25
t1/20140423.tif,0.0425081632592,0.0531211466481,0.032602778444,0.0292668144231,0.0420846988526,0.0635883308934,0.73682806748,0.0150148674684,0.333333333333
t1/20140525.tif,0.0123617781086,0.315737302194,0.340475705016,0.062220141498,0.04165313976,0.0290117505929,0.198540182831,0.0489129907756,0.416666666667
t1/20140626.tif,0.00767933176899,0.0,0.0,0.991979916511,0.00034075172015,0.0,0.0,0.0333198890857,0.5
t1/20140712.tif,0.0141754516865,0.0625706588975,0.686482493371,0.171513786843,0.0618862144399,0.00304965158471,0.000321743176898,0.277767798446,0.583333333333
t1/20140728.tif,0.0143427993177,0.133867113742,0.622813981244,0.148164521332,0.0634472747941,0.0168936170843,0.00047069248535,0.331396780702,0.583333333333
t1/20140813.tif,0.0138732575129,0.059878371441,0.658161552739,0.190209986968,0.0731484223828,0.0046163566718,0.000112052284484,0.252508813241,0.666666666667
t1/20140829.tif,0.0543978394568,0.355893980074,0.357034903362,0.0713161019343,0.0256757130524,0.0177919825197,0.117889479601,0.121977685543,0.666666666667
t1/20140914.tif,0.0135236230096,0.155469075212,0.599514202347,0.121886423689,0.0427282688508,0.0236197998838,0.0432586070081,0.06873360246,0.75
t1/20140930.tif,0.0145591318288,0.100481440375,0.63633493649,0.190133431989,0.0387421383648,0.011660623998,0.008088296954,0.155837242586,0.75
t1/20141117.tif,0.0155881350019,0.127260067686,0.534275763244,0.301237234917,0.0211494832864,0.000373516037537,0.000115799826941,0.257071225925,0.916666666667
t1/20150309.tif,0.0155487879997,0.143588644304,0.593877661645,0.200061105116,0.0218638045819,0.00985862050274,0.0152013758507,0.198123381013,0.25
t1/20150325.tif,0.0149535161917,0.146298997346,0.632178807091,0.197835029078,0.00816264944394,0.000406308030797,0.000164692818308,0.288383145697,0.25
t1/20150410.tif,0.0149527502952,0.153165471351,0.668877323347,0.152582153837,0.00979411307879,0.000442295697109,0.000185892394437,0.251330318223,0.333333333333
t1/20150512.tif,0.0133886481214,0.0994466051784,0.707505772246,0.116314158363,0.00912496450223,0.00503117630354,0.0491886752849,0.136367406732,0.416666666667
t1/20150613.tif,0.014417642964,0.0431641259995,0.713462173175,0.200445395841,0.0259921133164,0.00180467211752,0.000713876586673,0.287440175749,0.5
t1/20150715.tif,0.0101898538488,0.355554300302,0.273692586999,0.0741810459304,0.0453204465004,0.0334523512227,0.207609415197,0.0771066136313,0.583333333333
t1/20150816.tif,0.0126787223422,0.0319888899322,0.557677956301,0.353239365619,0.0324791562675,0.0104102521017,0.00152565743628,0.0408704941875,0.666666666667
t1/20150901.tif,0.0135611230688,0.0540440183468,0.603466026335,0.307817347513,0.0101431907253,0.0109663188987,1.97511259376e-06,0.224525554301,0.75
t1/20150917.tif,0.013812475163,0.127379356817,0.546718303011,0.285593904344,0.0245025805831,0.00195783690123,3.55431812628e-05,0.34685494984,0.75
t1/20151003.tif,0.014409563271,0.136592492418,0.537563823828,0.282839564974,0.0205489898005,0.007766702779,0.000278862930232,0.357968459859,0.833333333333
t1/20160123.tif,0.0146393458067,0.0244414926806,0.0458056646574,0.102785668238,0.170009761208,0.601150332961,0.0411677344478,0.270887164972,0.0833333333333
t1/20160208.tif,0.0150603868196,0.0504613630097,0.0483307029498,0.0481641833672,0.0699787428117,0.32991482301,0.438089798032,0.337984912457,0.166666666667
t1/20160311.tif,0.0949101737169,0.331224031499,0.135480392545,0.0640046891694,0.0509294250326,0.0427035930513,0.280747694986,0.0440255777464,0.25
t1/20160327.tif,0.0098959309074,0.0,0.000467364293368,0.97255882694,0.0170778778588,0.0,0.0,0.0218646603006,0.25
t1/20160412.tif,0.0147700456432,0.0480927757517,0.635946904968,0.244654865031,0.0492571577932,0.00725852388315,1.97269299719e-05,0.0403490638093,0.333333333333
t1/20160701.tif,0.0148152385593,0.0224748579356,0.653883538476,0.261289086522,0.0367382606667,0.00696970130345,0.00382931653727,0.151563055184,0.583333333333
t1/20160717.tif,0.0136448873146,0.0918827831304,0.608855450895,0.209186550237,0.0674147095796,0.00872826450818,0.000287354335545,0.295305209415,0.583333333333
t1/20160802.tif,0.0134654245705,0.155316835262,0.548009742395,0.144058857343,0.0537426838206,0.0130027002949,0.0724037563137,0.147513695482,0.666666666667
t1/20160818.tif,0.147812633714,0.2636948107,0.222859483209,0.0514794733839,0.0147902766993,0.0149670765915,0.284396245701,0.102765673078,0.666666666667
t1/20160903.tif,0.0145559201195,0.183381604762,0.575172452578,0.152810521938,0.0140408933248,0.00815212431287,0.0518864829639,0.207629759407,0.75
